timestamp,session_id,temp_sensor_1,temp_sensor_2,temp_sensor_3,temp_sensor_4,temp_sensor_5,temp_sensor_6,temp_sensor_7,temp_sensor_8,temp_sensor_9,temp_sensor_10,temp_sensor_11,temp_sensor_12,temp_hotplate1,temp_hotplate2,bmpTemperature_internal,bmpTemperature_external,bmpPressure_internal,bmpPressure_external,dhtTemperature_internal,dhtTemperature_external,dhtHumidity_internal,dhtHumidity_external,target_temp_1,target_temp_2,fan_speed_1,fan_speed_2,fan_speed_3,fan_speed_4,hot_plate_1,hot_plate_2,flow_rate_1,flow_rate_2,flow_rate_3,flow_rate_4,cn2_row1_500,cn2_row1_300,cn2_row2_500,cn2_row2_300,centroid_x,centroid_y,cn2_optical,image_filename
2026-05-23T21:44:01.636821,session_2026-05-23T16-14-01-280Z,25.3125,24.125,24.875,24.5625,24.5,24.0,23.75,23.75,23.75,24.0,24.0,24.75,94.5,92.25,27.43,26.72,946.383,946.9317,24.7,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.550532,0.081616,0.188222,-0.2063,1.5474259126568877e-12,1.5064053114833686e-13,6.85839739681723e-14,0.0,,,,camera_images
2026-05-23T21:44:02.668407,session_2026-05-23T16-14-01-280Z,25.375,24.125,24.875,24.5625,24.5,24.0,23.75,23.75,23.75,24.0,24.0,24.75,94.75,93.0,27.41,26.73,946.3672,946.9523,24.7,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.564779,-0.210105,0.188222,-0.013691,1.714313413064998e-12,1.5061540949416143e-13,6.857253652259992e-14,0.0,,,,camera_images
2026-05-23T21:44:03.700441,session_2026-05-23T16-14-01-280Z,25.375,24.125,24.875,24.5625,24.5,24.0625,23.75,23.75,23.75,24.0,24.0,24.75,95.25,93.75,27.41,26.72,946.3759,946.9456,24.7,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.447486,-0.189466,0.370158,0.296232,1.7145736226016222e-12,1.5063827087155852e-13,1.0716085141260139e-13,0.0,,,,camera_images
2026-05-23T21:44:04.733559,session_2026-05-23T16-14-01-280Z,25.375,24.125,24.875,24.5625,24.5,24.0625,23.75,23.75,23.75,24.0,24.0,24.75,95.5,94.5,27.41,26.73,946.3483,946.9492,-273.0,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.370158,-0.337756,0.239522,-0.043848,1.714244940277755e-12,1.5060939364151093e-13,1.0714030876735969e-13,0.0,,,,camera_images
2026-05-23T21:44:05.765988,session_2026-05-23T16-14-01-280Z,25.375,24.125,24.9375,24.5625,24.5,24.0625,23.75,23.75,23.75,24.0,24.0,24.75,95.75,95.25,27.41,26.71,946.3655,946.9417,-273.0,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.492373,-0.011482,0.416938,-0.138907,1.7147646618773747e-12,2.1694327936987305e-13,1.0717279136733592e-13,0.0,,,,camera_images
2026-05-23T21:44:06.798526,session_2026-05-23T16-14-01-280Z,25.4375,24.125,24.9375,24.5625,24.5,24.0625,23.75,23.75,23.75,24.0,24.0,25.0,96.0,96.0,27.39,26.72,946.3641,946.9503,-273.0,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.46257,0.026237,0.354302,-0.043848,1.890270279918907e-12,2.169137007255357e-13,1.0715817913372489e-13,0.0,,,,camera_images
2026-05-23T21:44:07.833697,session_2026-05-23T16-14-01-280Z,25.4375,24.125,24.9375,24.5625,24.5,24.0625,23.75,23.75,23.75,24.0,24.0,24.75,96.5,96.75,27.39,26.73,946.3554,946.9373,-273.0,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.564779,-0.518585,0.338316,0.360733,1.8899834056254715e-12,2.1688078111330184e-13,1.0714191641867753e-13,0.0,,,,camera_images
2026-05-23T21:44:08.865603,session_2026-05-23T16-14-01-280Z,25.4375,24.125,24.9375,24.5625,24.5,24.0625,23.75,24.0,23.75,24.0,24.0,25.0,96.75,97.5,27.39,26.72,946.3484,946.9436,-273.0,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.507092,-0.337756,0.322193,0.494911,1.8902075619920017e-12,2.1690650367135177e-13,1.0715462369569171e-13,9.640289052060079e-14,,,,camera_images
2026-05-23T21:44:09.898175,session_2026-05-23T16-14-01-280Z,25.4375,24.125,24.9375,24.625,24.5,24.0625,23.75,23.75,23.75,24.0,24.0,25.0,97.0,98.25,24.89,-12.83,917.6219,946.955,-273.0,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.416938,-0.337756,0.305936,0.458729,1.8212467568721296e-12,1.4513407089199047e-13,1.032452810018214e-13,0.0,,,,camera_images
