temperatures,temp_hotplate1,temp_hotplate2,bmpTemperature_internal,bmpTemperature_external,bmpPressure_internal,bmpPressure_external,dhtTemperature_internal,dhtTemperature_external,dhtHumidity_internal,dhtHumidity_external,target_temperatures,fan_speeds,hot_plate_states,flow_rates,camera_status,system_ready,device_status,arduino_port,timestamp,cn2,cn2_optical,image_filename,session_id
"[24.1875, 23.8125, 24.125, 24.0, 24.0, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",29.0,28.75,24.99,-12.83,917.7045,945.9658,24.9,-273.0,49.2,46.9,"[95.0, 95.0]","[70, 70, 70, 70]","[False, False]","[0.044856, -0.030585, -0.049852, 0.044443]",,True,online,COM4,2026-05-19T23:56:28.683605,"[1.4850056837095824e-13, 2.3194487070359618e-14, 3.34126278834656e-13, 9.277794828143847e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.1875, 23.8125, 24.125, 24.0, 24.0, 23.8125, 23.25, 23.5, 23.5, 23.75, 23.5, 24.5]",29.0,29.0,26.96,26.82,945.3911,945.9914,24.9,-273.0,49.2,46.9,"[95.0, 95.0]","[75, 75, 75, 75]","[False, False]","[0.081616, 0.026237, -0.069285, 0.015732]",,True,online,COM4,2026-05-19T23:56:29.965844,"[1.5378540064219045e-13, 2.4019931545951856e-14, 3.4601715144492847e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.1875, 23.8125, 24.125, 24.0, 24.0, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",29.25,29.0,23.43,-12.83,917.6942,945.93,24.9,-273.0,49.2,46.9,"[95.0, 95.0]","[80, 80, 80, 80]","[False, False]","[0.117759, -0.011482, 0.026237, 0.126488]",,True,online,COM4,2026-05-19T23:56:31.403040,"[1.5164633273141812e-13, 2.3685827888684423e-14, 3.4120424864569075e-13, 9.474331155473769e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.1875, 23.8125, 24.125, 24.0, 24.0, 23.8125, 23.25, 23.5, 23.5, 23.75, 23.5, 24.5]",29.25,29.0,26.98,26.84,945.3736,945.9503,24.9,-273.0,49.2,46.9,"[95.0, 95.0]","[85, 85, 85, 85]","[False, False]","[0.063313, -0.030585, 0.007459, 0.015732]",,True,online,COM4,2026-05-19T23:56:32.693630,"[1.5373870210755153e-13, 2.4012637644185896e-14, 3.459120797419909e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.1875, 23.8125, 24.125, 24.0, 24.0, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.5, 24.5]",29.25,29.25,26.97,26.84,945.3686,945.9741,24.9,-273.0,49.2,46.9,"[95.0, 95.0]","[90, 90, 90, 90]","[False, False]","[0.117759, -0.069285, -0.030585, 0.126488]",,True,online,COM4,2026-05-19T23:56:33.974607,"[1.5373707589019635e-13, 2.4012383643289926e-14, 3.4590842075294175e-13, 9.60495345731597e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.1875, 23.8125, 24.125, 24.0, 24.0, 23.8125, 23.25, 23.5, 23.5, 23.75, 23.5, 24.5]",29.5,29.5,25.01,139.11,1300.291,945.9802,24.9,-273.0,49.2,46.9,"[95.0, 95.0]","[95, 95, 95, 95]","[False, False]","[0.117759, -0.049852, -0.049852, -0.074759]",,True,online,COM4,2026-05-19T23:56:35.417598,"[1.5775021349288162e-13, 2.4639200558929836e-14, 3.5493798035898365e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.1875, 23.8125, 24.125, 24.0, 24.0, 23.8125, 23.25, 23.5, 23.5, 23.75, 23.75, 24.5]",29.75,29.5,25.01,139.11,1300.268,945.9383,24.9,-273.0,49.2,46.9,"[95.0, 95.0]","[100, 100, 100, 100]","[False, False]","[0.170829, 0.026237, 0.081616, -0.013691]",,True,online,COM4,2026-05-19T23:56:36.694926,"[1.5773623944233826e-13, 2.4637017934727087e-14, 3.5490653874526106e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.1875, 23.8125, 24.125, 24.0, 24.0, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",29.75,29.75,25.01,139.11,1300.271,945.9653,24.9,-273.0,49.2,46.9,"[95.0, 95.0]","[105, 105, 105, 105]","[False, False]","[0.117759, -0.049852, 0.007459, 0.099804]",,True,online,COM4,2026-05-19T23:56:37.968059,"[1.57745244129527e-13, 2.463842438793372e-14, 3.5492679929143575e-13, 9.855369755173487e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.1875, 23.875, 24.125, 24.0, 24.0, 23.8125, 23.25, 23.5, 23.5, 23.75, 23.75, 24.5]",30.0,30.0,25.01,139.11,1300.271,945.9385,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[110, 110, 110, 110]","[False, False]","[0.1356, -0.011482, 0.026237, 0.202749]",,True,online,COM4,2026-05-19T23:56:39.448275,"[1.0953910148804163e-13, 2.4637028352751405e-14, 3.549066888212549e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.25, 23.8125, 24.125, 24.0, 24.0, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.5, 24.5]",30.25,30.25,27.04,26.83,945.3853,945.9517,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[115, 115, 115, 115]","[False, False]","[0.117759, -0.108659, 0.099765, 0.099804]",,True,online,COM4,2026-05-19T23:56:40.733616,"[2.0928853986794652e-13, 2.4016434149378713e-14, 3.4596676998578915e-13, 9.606573659751485e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.25, 23.8125, 24.125, 24.0, 24.0, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",30.5,30.5,25.0,139.11,1300.291,945.9297,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[120, 120, 120, 120]","[False, False]","[0.188222, -0.030585, 0.081616, -0.013691]",,True,online,COM4,2026-05-19T23:56:42.015573,"[2.1472144907480916e-13, 2.4639875386478927e-14, 3.5494770153182737e-13, 9.855950154591571e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.25, 23.8125, 24.125, 24.0625, 24.0, 23.8125, 23.25, 23.5, 23.5, 23.75, 23.75, 24.5]",30.75,30.75,24.99,139.11,1300.291,945.9529,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[125, 125, 125, 120]","[False, False]","[0.188222, -0.108659, 0.099765, 0.152523]",,True,online,COM4,2026-05-19T23:56:43.445042,"[2.1476079277829345e-13, 6.161097546099071e-15, 3.5501273908248505e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.25, 23.8125, 24.125, 24.0625, 24.0, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",31.0,31.25,23.5,-12.83,922.3199,945.9345,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[125, 125, 125, 125]","[False, False]","[0.322193, -0.049852, 0.117759, -0.043848]",,True,online,COM4,2026-05-19T23:56:44.725880,"[2.082968529940263e-13, 5.975658839956403e-15, 3.443274508676761e-13, 9.561054143930244e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.25, 23.875, 24.125, 24.0625, 24.0, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",31.25,31.25,24.99,139.11,1300.268,945.9124,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[130, 130, 130, 130]","[False, False]","[0.205467, -0.169003, 0.117759, -0.043848]",,True,online,COM4,2026-05-19T23:56:46.008529,"[1.5776992921023375e-13, 6.160569995289618e-15, 3.549823407230259e-13, 9.856911992463389e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.25, 23.875, 24.1875, 24.0625, 24.0, 23.8125, 23.25, 23.5, 23.75, 23.75, 23.75, 24.5]",31.75,32.0,27.07,26.82,945.3489,945.9529,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[135, 135, 135, 135]","[False, False]","[0.322193, -0.1286, 0.1356, 0.152523]",,True,online,COM4,2026-05-19T23:56:47.429699,"[1.537716717228812e-13, 2.401778720909913e-14, 3.459862613764827e-13, 9.607114883639652e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.25, 23.875, 24.1875, 24.0625, 24.0, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",32.0,32.25,24.98,139.11,1300.268,945.947,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[140, 140, 140, 140]","[False, False]","[0.289542, -0.030585, 0.044856, -0.106437]",,True,online,COM4,2026-05-19T23:56:48.708903,"[1.578026419282332e-13, 2.464738942096061e-14, 3.550559443385247e-13, 9.858955768384244e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.25, 23.875, 24.125, 24.0625, 24.0, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",32.25,32.5,27.09,26.81,945.361,945.9319,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[145, 145, 145, 145]","[False, False]","[0.222567, -0.069285, 0.188222, -0.172186]",,True,online,COM4,2026-05-19T23:56:49.993706,"[1.5379611532533523e-13, 6.0054012713843845e-15, 3.460412594820043e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.25, 23.875, 24.1875, 24.0625, 24.0, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",33.0,33.5,23.5,-98.27,1300.291,945.9719,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[155, 155, 155, 155]","[False, False]","[0.305936, 0.063313, 0.188222, 0.126488]",,True,online,COM4,2026-05-19T23:56:52.439072,"[1.6098389946084393e-13, 2.5144273961653413e-14, 3.622137737868988e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.25, 23.8125, 24.1875, 24.0625, 24.0, 23.75, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",33.25,33.75,24.98,139.11,1300.289,945.9586,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[160, 160, 160, 160]","[False, False]","[0.289542, -0.011482, 0.081616, 0.126488]",,True,online,COM4,2026-05-19T23:56:53.725996,"[2.147921971204957e-13, 2.464799391882427e-14, 2.805449105247291e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.25, 23.875, 24.1875, 24.0625, 24.0, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",33.75,34.25,24.97,139.11,1300.289,945.9414,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[165, 165, 165, 165]","[False, False]","[0.370158, 0.007459, 0.239522, 0.015732]",,True,online,COM4,2026-05-19T23:56:55.004072,"[1.5782194740383641e-13, 2.4650404767024116e-14, 3.5509938165863194e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.3125, 23.875, 24.25, 24.0625, 24.0, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",34.75,35.25,24.95,139.11,1300.291,945.9474,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[170, 170, 170, 170]","[False, False]","[0.447486, -0.069285, 0.188222, -0.106437]",,True,online,COM4,2026-05-19T23:56:57.493326,"[2.148735864321494e-13, 5.5479000522677625e-14, 3.551991938980429e-13, 9.8629334262538e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.3125, 23.875, 24.25, 24.0625, 24.0, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",35.25,35.75,24.95,139.11,1300.268,945.9556,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[175, 175, 175, 175]","[False, False]","[0.305936, 0.007459, 0.256337, 0.401293]",,True,online,COM4,2026-05-19T23:56:58.771286,"[2.148773117366338e-13, 5.5479962372725684e-14, 3.552053520544355e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.3125, 23.875, 24.25, 24.0625, 24.0, 23.8125, 23.5, 23.75, 23.5, 23.75, 23.75, 24.5]",35.5,36.25,23.46,139.11,1300.271,945.9667,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[180, 180, 180, 180]","[False, False]","[0.401474, -0.049852, 0.222567, 0.273693]",,True,online,COM4,2026-05-19T23:57:00.049168,"[2.1923278594039953e-13, 5.660451825527726e-14, 1.1185346221448956e-13, 1.0063025467604846e-13]",,,session_2026-05-19T18-26-11-114Z
"[24.3125, 23.875, 24.25, 24.0625, 24.25, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",36.25,37.0,27.08,26.77,945.3436,945.9453,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[185, 185, 185, 185]","[False, False]","[0.338316, -0.148715, 0.289542, 0.202749]",,True,online,COM4,2026-05-19T23:57:01.478235,"[2.094375882351333e-13, 5.40754601814884e-14, 3.4621315606215917e-13, 9.613415143375716e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.3125, 23.875, 24.25, 24.0625, 24.25, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",36.75,37.5,23.46,139.11,1300.291,945.9517,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[190, 190, 190, 190]","[False, False]","[0.273008, 0.007459, 0.256337, 0.273693]",,True,online,COM4,2026-05-19T23:57:02.756369,"[2.1922583333685295e-13, 5.66027231370303e-14, 3.6239372449561406e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.3125, 23.875, 24.25, 24.0625, 24.25, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",37.25,38.0,24.94,139.11,1300.268,945.9214,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[195, 195, 195, 195]","[False, False]","[0.322193, -0.011482, 0.239522, 0.273693]",,True,online,COM4,2026-05-19T23:57:04.041929,"[2.1489060795456716e-13, 5.548339537207159e-14, 3.552273315167335e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.375, 23.875, 24.3125, 24.0625, 24.25, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",38.25,38.75,27.05,26.75,945.3542,945.9392,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[200, 200, 200, 200]","[False, False]","[0.492373, -0.011482, 0.338316, 0.458729]",,True,online,COM4,2026-05-19T23:57:05.480400,"[2.7363025049623603e-13, 9.616195478467736e-14, 3.463132857842987e-13, 9.616195478467736e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.375, 23.875, 24.3125, 24.0625, 24.25, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",38.5,39.25,27.05,26.75,945.3248,945.919,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[205, 205, 205, 205]","[False, False]","[0.354302, -0.108659, 0.205467, 0.273693]",,True,online,COM4,2026-05-19T23:57:06.754333,"[2.736132312577934e-13, 9.615597370899358e-14, 3.4629174581064476e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.375, 23.875, 24.3125, 24.0625, 24.25, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",39.0,39.75,27.05,26.74,945.3178,945.9084,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[210, 210, 210, 210]","[False, False]","[0.370158, 0.117759, 0.289542, -0.106437]",,True,online,COM4,2026-05-19T23:57:08.031700,"[2.7364567556685876e-13, 9.616737562152227e-14, 3.463328081393056e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.375, 23.875, 24.3125, 24.125, 24.25, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",40.0,40.75,24.9,139.11,1300.289,945.9247,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[215, 215, 215, 215]","[False, False]","[0.46257, -0.049852, 0.338316, -0.043848]",,True,online,COM4,2026-05-19T23:57:09.494508,"[2.8082610873534806e-13, 5.5513573447728157e-14, 3.5542054386817487e-13, 9.869079724040561e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.4375, 23.875, 24.3125, 24.125, 24.0, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",40.5,41.25,27.1,26.72,945.3694,945.9559,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[220, 220, 220, 220]","[False, False]","[0.46257, 0.007459, 0.354302, 0.099804]",,True,online,COM4,2026-05-19T23:57:10.792056,"[3.4646303298331477e-13, 5.411448876623056e-14, 3.4646303298331477e-13, 9.620353558440989e-14]",,,session_2026-05-19T18-26-11-114Z
"[24.4375, 23.875, 24.3125, 24.0625, 24.25, 23.8125, 23.25, 23.75, 23.5, 23.75, 23.75, 24.5]",41.0,42.0,23.43,139.11,1300.289,945.9226,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[225, 225, 225, 225]","[False, False]","[0.447486, -0.169003, 0.256337, 0.202749]",,True,online,COM4,2026-05-19T23:57:12.069715,"[3.625180707293843e-13, 1.0066159098447165e-13, 3.625180707293843e-13, 1.0066159098447165e-13]",,,session_2026-05-19T18-26-11-114Z
"[24.5, 23.875, 24.375, 24.125, 24.25, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",42.75,43.5,23.46,139.11,1300.291,945.9295,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[235, 235, 235, 235]","[False, False]","[0.507092, -0.148715, 0.370158, 0.296232]",,True,online,COM4,2026-05-19T23:57:14.498954,"[4.473786605835291e-13, 1.006223402920247e-13, 3.6237671507265857e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.5, 23.875, 24.375, 24.125, 24.25, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",43.25,44.0,24.86,139.11,1300.271,945.9394,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[240, 240, 240, 240]","[False, False]","[0.521689, -0.148715, 0.305936, 0.152523]",,True,online,COM4,2026-05-19T23:57:15.794348,"[4.3904007215617255e-13, 9.874686352878745e-14, 3.5562245844649977e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.5, 23.875, 24.375, 24.125, 24.25, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",43.75,44.75,27.16,26.69,945.3779,945.9347,25.0,-273.0,49.2,46.9,"[95.0, 95.0]","[245, 245, 245, 245]","[False, False]","[0.536168, -0.1286, 0.305936, 0.152523]",,True,online,COM4,2026-05-19T23:57:17.080255,"[4.2791104409156136e-13, 9.624377398138666e-14, 3.466079457141647e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.5, 23.875, 24.375, 24.125, 24.25, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",45.0,45.75,27.19,26.68,945.3414,945.919,-273.0,-273.0,49.2,46.9,"[95.0, 95.0]","[250, 250, 250, 250]","[False, False]","[0.521689, -0.337756, 0.354302, -0.241265]",,True,online,COM4,2026-05-19T23:57:18.537306,"[4.2793508798375913e-13, 9.624918182247481e-14, 3.4662742126684487e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
"[24.5625, 23.875, 24.375, 24.125, 24.25, 23.8125, 23.25, 23.75, 23.75, 23.75, 23.75, 24.5]",45.5,46.25,27.17,26.68,945.3381,945.9274,-273.0,-273.0,49.2,46.9,"[95.0, 95.0]","[255, 255, 255, 255]","[False, False]","[0.564779, -0.294469, 0.289542, 0.17794]",,True,online,COM4,2026-05-19T23:57:19.812459,"[5.177978413815551e-13, 9.624850984990356e-14, 3.4662500125542116e-13, 0.0]",,,session_2026-05-19T18-26-11-114Z
