timestamp,session_id,temp_sensor_1,temp_sensor_2,temp_sensor_3,temp_sensor_4,temp_sensor_5,temp_sensor_6,temp_sensor_7,temp_sensor_8,temp_sensor_9,temp_sensor_10,temp_sensor_11,temp_sensor_12,temp_hotplate1,temp_hotplate2,bmpTemperature_internal,bmpTemperature_external,bmpPressure_internal,bmpPressure_external,dhtTemperature_internal,dhtTemperature_external,dhtHumidity_internal,dhtHumidity_external,target_temp_1,target_temp_2,fan_speed_1,fan_speed_2,fan_speed_3,fan_speed_4,hot_plate_1,hot_plate_2,flow_rate_1,flow_rate_2,flow_rate_3,flow_rate_4,cn2_row1_500,cn2_row1_300,cn2_row2_500,cn2_row2_300,centroid_x,centroid_y,cn2_optical,image_filename
2026-05-23T21:44:12.993909,session_2026-05-23T16-14-11-713Z,25.5,24.125,25.0,24.6875,24.5,24.125,23.75,24.0,23.75,24.25,24.0,25.0,98.0,100.5,24.89,-12.83,917.7045,946.8998,-273.0,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.550532,-0.049852,0.370158,0.152523,1.9991885066644226e-12,1.4516020063848122e-13,1.4869997157008102e-13,9.290252840862798e-14,,,,camera_images
2026-05-23T21:44:14.026891,session_2026-05-23T16-14-11-713Z,25.5,24.125,25.0,24.625,24.5,24.0625,23.75,23.75,23.75,24.0,24.0,25.0,98.25,101.25,27.38,26.72,946.3484,946.9404,-273.0,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.432276,-0.495293,0.273008,0.5124,2.0745135147485914e-12,2.1690650367135177e-13,1.0715462369569171e-13,0.0,,,,camera_images
2026-05-23T21:44:15.058898,session_2026-05-23T16-14-11-713Z,25.5,24.125,25.0,24.625,24.5,24.125,23.75,23.75,23.75,24.25,24.0,25.0,98.5,102.0,24.9,-12.83,917.6115,946.9256,-273.0,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.477532,-0.294469,0.170829,-0.043848,1.9985150978704686e-12,2.0896027879867882e-13,1.486498833126795e-13,0.0,,,,camera_images
2026-05-23T21:44:16.092213,session_2026-05-23T16-14-11-713Z,25.5,24.1875,25.0,24.6875,24.5,24.0625,23.75,24.0,23.75,24.0,24.0,25.0,98.75,102.75,27.4,26.73,946.3969,946.9394,24.6,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.492373,0.007459,0.46257,-0.074759,1.8901491700541457e-12,1.5062486321963883e-13,1.0715131349513296e-13,9.639991246056884e-14,,,,camera_images
2026-05-23T21:44:17.123668,session_2026-05-23T16-14-11-713Z,25.5,24.125,25.0,24.6875,24.5,24.125,23.75,23.75,23.75,24.0,24.0,25.0,99.25,103.5,24.85,-98.27,1300.94,946.9291,24.6,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.564779,-0.404107,0.256337,-0.074759,2.1296886307327203e-12,1.5463575741061736e-13,1.5840659236854944e-13,0.0,,,,camera_images
2026-05-23T21:44:18.155872,session_2026-05-23T16-14-11-713Z,25.5625,24.1875,25.0,24.6875,24.5,24.125,23.75,24.0,23.75,24.25,24.0,25.0,99.5,104.25,27.39,26.73,946.3674,946.9427,24.6,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.46257,-0.1286,0.305936,0.099804,2.0743201065590035e-12,1.5061547315462024e-13,1.542882723886862e-13,9.639390281895696e-14,,,,camera_images
2026-05-23T21:44:19.187387,session_2026-05-23T16-14-11-713Z,25.5,24.125,25.0,24.6875,24.5,24.125,23.75,24.0,23.75,24.0,24.0,25.0,99.75,105.0,24.73,139.11,1300.94,946.9039,24.6,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.521689,-0.069285,0.289542,-0.2063,2.1330089246050736e-12,1.548768424924307e-13,1.5865355637558397e-13,9.912117919515565e-14,,,,camera_images
2026-05-23T21:44:20.220276,session_2026-05-23T16-14-11-713Z,25.5625,24.1875,25.0,24.6875,24.5,24.125,23.75,24.0,23.75,24.25,24.0,25.0,100.0,105.75,24.74,139.11,1725.339,946.9392,24.6,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.634316,-0.169003,0.205467,0.126488,2.1328815395346747e-12,1.5486759311833926e-13,1.5864408145299232e-13,9.911525959573712e-14,,,,camera_images
2026-05-23T21:44:21.251365,session_2026-05-23T16-14-11-713Z,25.625,24.25,25.0625,24.75,24.5,24.125,23.75,24.0,24.0,24.25,24.0,25.0,100.25,106.75,24.73,-32.18,1316.988,946.9208,24.6,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.536168,-0.210105,0.305936,0.152523,2.1330850636356763e-12,1.548823709140487e-13,1.5865921960926517e-13,0.0,,,,camera_images
2026-05-23T21:44:22.644233,session_2026-05-23T16-14-11-713Z,25.625,24.1875,25.0625,24.75,24.75,24.1875,23.75,24.0,24.0,24.25,24.0,25.0,100.75,108.0,27.39,26.76,946.3762,946.9609,24.6,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.620629,-0.359682,0.401474,0.099804,2.266315585880215e-12,1.5055801788073764e-13,2.0992337184901803e-13,0.0,,,,camera_images
2026-05-23T21:44:23.676919,session_2026-05-23T16-14-11-713Z,25.625,24.25,25.125,24.6875,24.75,24.1875,23.75,24.0,24.0,24.25,24.0,25.0,101.25,109.0,24.73,139.11,1300.958,946.949,24.6,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.536168,-0.049852,0.205467,0.17794,2.133212115221184e-12,3.0358752830493895e-13,2.1596568935090494e-13,0.0,,,,camera_images
2026-05-23T21:44:24.708803,session_2026-05-23T16-14-11-713Z,25.625,24.25,25.125,24.75,24.75,24.25,23.75,24.0,23.75,24.25,24.0,25.0,101.5,109.75,27.39,26.77,946.3814,946.973,24.6,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.477532,-0.189466,0.289542,0.273693,2.073275069019174e-12,2.167770145495674e-13,2.7415207524220487e-13,9.634533979980773e-14,,,,camera_images
2026-05-23T21:44:25.741283,session_2026-05-23T16-14-11-713Z,25.625,24.25,25.125,24.75,24.5,24.1875,23.75,24.0,23.75,24.25,24.0,25.0,101.75,110.5,24.74,139.11,1300.961,946.9258,24.7,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.592931,-0.069285,0.338316,0.250612,2.1328211757638864e-12,2.2300302258924114e-13,2.1592611076948434e-13,9.911245448410717e-14,,,,camera_images
2026-05-23T21:44:26.772703,session_2026-05-23T16-14-11-713Z,25.6875,24.25,25.125,24.75,24.75,24.1875,23.75,24.0,23.75,24.25,24.0,25.0,102.0,111.5,24.78,139.11,1300.938,946.9161,24.7,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.305936,-0.1286,0.354302,0.07246,2.3298212822649316e-12,2.2287871914300002e-13,2.1580575204344357e-13,9.905720850800001e-14,,,,camera_images
2026-05-23T21:44:27.805291,session_2026-05-23T16-14-11-713Z,25.6875,24.25,25.125,24.75,24.75,24.25,23.75,24.0,24.0,24.25,24.0,25.0,102.5,112.25,27.41,26.77,946.3361,946.9412,24.7,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.477532,-0.294469,0.354302,0.250612,2.265821317310062e-12,2.1675626231640974e-13,2.741258304496105e-13,0.0,,,,camera_images
2026-05-23T21:44:28.837299,session_2026-05-23T16-14-11-713Z,25.75,24.3125,25.125,24.875,24.75,24.25,23.75,24.0,24.0,24.25,24.0,25.0,102.75,113.0,27.37,26.78,946.3726,946.9585,24.7,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.620629,-0.148715,0.401474,0.339737,2.265693917044273e-12,9.63306998971953e-14,2.741104171849404e-13,0.0,,,,camera_images
2026-05-23T21:44:29.870374,session_2026-05-23T16-14-11-713Z,25.75,24.375,25.1875,24.8125,24.75,24.25,23.75,24.0,24.0,24.25,24.0,25.0,103.0,113.75,24.95,139.11,1300.961,946.918,24.7,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.492373,-0.1286,0.273008,0.360733,2.1267825232544427e-12,2.2237163455855465e-13,2.812274410914966e-13,0.0,,,,camera_images
2026-05-23T21:44:30.902497,session_2026-05-23T16-14-11-713Z,25.75,24.25,25.125,24.875,24.75,24.25,23.75,24.0,24.0,24.25,24.0,25.0,103.25,114.5,27.39,26.79,946.3569,946.9356,24.7,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.521689,-0.316018,0.273008,0.477022,2.466582931234325e-12,9.631465814253554e-14,2.7406477013714717e-13,0.0,,,,camera_images
2026-05-23T21:44:31.934035,session_2026-05-23T16-14-11-713Z,25.75,24.25,25.1875,24.8125,24.75,24.3125,23.75,24.0,23.75,24.25,24.0,25.0,103.75,115.25,24.77,139.11,1300.958,946.9341,24.7,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.432276,-0.381798,0.305936,-0.106437,2.5372557164437067e-12,2.229171199450224e-13,3.5680158512489624e-13,9.907427553112106e-14,,,,camera_images
2026-05-23T21:44:32.965469,session_2026-05-23T16-14-11-713Z,25.75,24.3125,25.1875,24.9375,24.75,24.3125,23.75,24.0,24.0,24.25,24.0,25.0,104.0,116.0,27.39,26.81,946.3658,946.94,24.7,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.432276,-0.169003,0.305936,0.668221,2.264755108214022e-12,9.629078448275761e-14,3.467772471934514e-13,0.0,,,,camera_images
2026-05-23T21:44:33.998464,session_2026-05-23T16-14-11-713Z,25.8125,24.25,25.1875,24.9375,24.75,24.25,24.0,24.0,24.0,24.25,24.0,25.0,104.25,117.0,27.39,26.82,946.3502,946.9522,24.7,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.46257,-0.108659,0.273008,0.202749,2.6753053773443e-12,9.627477098280981e-14,6.848781766001407e-14,0.0,,,,camera_images
2026-05-23T21:44:35.029630,session_2026-05-23T16-14-11-713Z,25.8125,24.3125,25.25,24.8125,24.75,24.3125,23.75,24.0,24.0,24.25,24.0,25.0,104.5,117.5,27.39,26.82,946.3449,946.9374,24.7,-273.0,46.9,43.6,95.0,95.0,255,255,255,255,False,False,0.564779,-0.316018,0.273008,-0.2063,2.4655338192628995e-12,2.9483818364598645e-13,3.467156933338452e-13,0.0,,,,camera_images
2026-05-23T21:44:36.061984,session_2026-05-23T16-14-11-713Z,25.8125,24.3125,25.25,24.875,24.75,24.375,23.75,24.0,24.0,24.25,24.0,25.0,105.0,118.5,27.38,26.83,946.3711,946.9545,24.8,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.447486,-0.169003,0.432276,0.044443,2.465341578536229e-12,2.1659891859000345e-13,4.2801069071809524e-13,0.0,,,,camera_images
2026-05-23T21:44:37.093898,session_2026-05-23T16-14-11-713Z,25.8125,24.3125,25.25,24.8125,24.75,24.375,24.0,24.0,24.0,24.25,24.0,25.25,105.25,119.25,24.83,139.11,1300.94,946.9525,24.8,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.536168,-0.381798,0.289542,0.339737,2.53531129406874e-12,3.031824471764329e-13,1.5845695587929626e-13,0.0,,,,camera_images
