timestamp,session_id,temp_sensor_1,temp_sensor_2,temp_sensor_3,temp_sensor_4,temp_sensor_5,temp_sensor_6,temp_sensor_7,temp_sensor_8,temp_sensor_9,temp_sensor_10,temp_sensor_11,temp_sensor_12,temp_hotplate1,temp_hotplate2,bmpTemperature_internal,bmpTemperature_external,bmpPressure_internal,bmpPressure_external,dhtTemperature_internal,dhtTemperature_external,dhtHumidity_internal,dhtHumidity_external,target_temp_1,target_temp_2,fan_speed_1,fan_speed_2,fan_speed_3,fan_speed_4,hot_plate_1,hot_plate_2,flow_rate_1,flow_rate_2,flow_rate_3,flow_rate_4,cn2_row1_500,cn2_row1_300,cn2_row2_500,cn2_row2_300,centroid_x,centroid_y,cn2_optical,image_filename
2026-05-23T21:43:38.188529,session_2026-05-23T16-13-37-520Z,24.875,24.0,24.5,24.3125,24.25,23.875,23.5,23.75,23.5,23.75,23.75,24.5,83.5,73.25,24.76,139.11,1300.938,946.9183,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.507092,-0.273107,0.289542,0.44002,8.634588514358875e-13,5.573490309527738e-14,1.5859448291679566e-13,9.9084272169382e-14,,,,camera_images
2026-05-23T21:43:39.221383,session_2026-05-23T16-13-37-520Z,24.875,24.0,24.5625,24.3125,24.25,23.875,23.5,23.75,23.5,23.75,23.75,24.5,84.0,74.0,24.77,139.11,1300.958,946.9189,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.273008,-0.337756,0.273008,0.152523,8.633440197211337e-13,9.907109491506419e-14,1.585733913773511e-13,9.907109491506419e-14,,,,camera_images
2026-05-23T21:43:40.257288,session_2026-05-23T16-13-37-520Z,24.9375,24.0,24.5625,24.3125,24.25,23.875,23.5,23.75,23.75,23.75,23.75,24.5,84.75,74.75,24.74,139.11,1300.938,946.9462,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.477532,-0.518585,0.256337,0.126488,9.915401683206066e-13,9.911672496834303e-14,1.5864642693129706e-13,0.0,,,,camera_images
2026-05-23T21:43:41.649965,session_2026-05-23T16-13-37-520Z,25.0,24.0,24.5625,24.375,24.25,23.875,23.5,23.75,23.5,23.75,23.75,24.5,85.75,76.25,27.44,26.63,946.381,946.9207,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.432276,-0.251925,0.289542,0.273693,1.0986573120961815e-12,5.4295515527023714e-14,1.544986845135255e-13,9.652536093693105e-14,,,,camera_images
2026-05-23T21:43:42.682601,session_2026-05-23T16-13-37-520Z,25.0,24.0,24.5625,24.3125,24.25,23.9375,23.5,23.75,23.75,23.75,23.75,24.5,86.25,77.0,24.8,139.11,1300.94,946.9217,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.46257,-0.337756,0.205467,0.339737,1.1271855833847183e-12,9.903178550873752e-14,2.1575036556973127e-13,0.0,,,,camera_images
2026-05-23T21:43:43.714151,session_2026-05-23T16-13-37-520Z,25.0,24.0,24.625,24.4375,24.25,23.875,23.5,23.75,23.75,24.0,23.75,24.5,86.75,77.75,24.78,139.11,1300.938,946.8903,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.492373,-0.030585,0.322193,-1.042877,1.1274135111520936e-12,5.571664351220003e-14,1.5854252500576317e-13,0.0,,,,camera_images
2026-05-23T21:43:44.746221,session_2026-05-23T16-13-37-520Z,25.0,24.0,24.625,24.375,24.25,23.9375,23.5,23.75,23.75,24.0,23.75,24.5,87.25,78.5,24.79,139.11,1300.94,946.9174,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.338316,-0.189466,0.338316,0.44002,1.1273266830325984e-12,9.904418218082966e-14,2.1577737292420827e-13,0.0,,,,camera_images
2026-05-23T21:43:45.779349,session_2026-05-23T16-13-37-520Z,25.0625,24.0,24.625,24.4375,24.25,23.9375,23.5,23.75,23.5,24.0,23.75,24.75,87.75,79.25,24.73,139.11,1300.938,946.913,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.536168,-0.294469,0.239522,0.44002,1.2736599743111537e-12,5.575673495612874e-14,2.1594926900085303e-13,9.91230843664511e-14,,,,camera_images
2026-05-23T21:43:46.810834,session_2026-05-23T16-13-37-520Z,25.0625,24.0625,24.625,24.4375,24.25,23.9375,23.5,23.75,23.75,24.0,23.75,24.75,88.25,80.0,24.82,-98.27,1300.96,946.9012,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.606833,-0.449306,0.370158,0.099804,1.1268341917593062e-12,5.5688013615743794e-14,2.1568310701642969e-13,0.0,,,,camera_images
2026-05-23T21:43:47.842395,session_2026-05-23T16-13-37-520Z,25.0625,24.0,24.6875,24.375,24.25,23.9375,23.5,23.75,23.75,24.0,23.75,24.75,88.75,80.75,24.74,139.11,1300.94,946.93,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.38588,-0.210105,0.370158,0.360733,1.273534685218373e-12,1.548645838967642e-13,2.1592802621349573e-13,0.0,,,,camera_images
2026-05-23T21:43:48.874606,session_2026-05-23T16-13-37-520Z,25.0625,24.0625,24.6875,24.5,24.25,23.9375,23.5,23.75,23.75,24.0,23.75,24.75,89.25,81.5,24.74,139.11,1300.958,946.9285,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.606833,-0.426608,0.338316,0.546257,1.128110195593788e-12,5.5751073575610136e-14,2.1592734212537348e-13,0.0,,,,camera_images
2026-05-23T21:43:49.907917,session_2026-05-23T16-13-37-520Z,25.125,24.0625,24.6875,24.5,24.25,24.0,23.5,23.75,23.75,24.0,23.75,24.75,89.75,82.5,27.5,26.66,946.3755,946.9188,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.477532,-0.359682,0.239522,0.250612,1.2397703436374726e-12,5.427315598423283e-14,2.7455121796816006e-13,0.0,,,,camera_images
2026-05-23T21:43:50.943791,session_2026-05-23T16-13-37-520Z,25.1875,24.0625,24.6875,24.4375,24.25,23.9375,23.75,23.75,23.75,24.0,23.75,24.75,90.25,83.25,24.83,139.11,1300.938,946.8933,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.338316,-0.069285,0.322193,0.07246,1.425934297820022e-12,9.898597245724441e-14,3.9609286050556174e-14,0.0,,,,camera_images
2026-05-23T21:43:51.975115,session_2026-05-23T16-13-37-520Z,25.1875,24.0625,24.6875,24.4375,24.25,24.0,23.5,23.75,23.75,24.0,23.75,24.75,90.5,84.0,27.5,26.67,946.3616,946.9459,24.6,-273.0,47.0,43.6,95.0,95.0,255,255,255,255,False,False,0.46257,-0.148715,0.46257,0.17794,1.3896892935637193e-12,9.6469904922778e-14,2.7450652712369764e-13,0.0,,,,camera_images
