temperatures,temp_hotplate1,temp_hotplate2,bmpTemperature_internal,bmpTemperature_external,bmpPressure_internal,bmpPressure_external,dhtTemperature_internal,dhtTemperature_external,dhtHumidity_internal,dhtHumidity_external,target_temperatures,fan_speeds,hot_plate_states,flow_rates,camera_status,system_ready,device_status,arduino_port,timestamp,cn2,cn2_optical,image_filename,session_id
"[25.5, 24.0, 25.4375, 24.4375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",54.5,51.25,24.86,139.11,1300.268,945.8372,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[70, 70, 70, 70]","[False, False]","[-0.011482, -0.049852, -0.030585, 0.099804]",,True,online,COM4,2026-05-20T00:04:22.009710,"[2.5283244029513457e-12, 1.5796084369842277e-12, 2.809249336612606e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.5, 24.0, 25.4375, 24.5, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",54.5,51.5,24.88,139.11,1300.268,945.8229,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[75, 75, 75, 75]","[False, False]","[0.044856, -0.011482, -0.030585, 0.015732]",,True,online,COM4,2026-05-20T00:04:24.463638,"[2.5275693650077167e-12, 1.387913129077805e-12, 2.8084104055641296e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.5, 24.0, 25.375, 24.5, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",54.5,51.5,27.22,26.7,945.3033,945.8329,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[80, 80, 80, 80]","[False, False]","[0.081616, -0.108659, -0.049852, 0.015732]",,True,online,COM4,2026-05-20T00:04:25.754211,"[2.464049906744106e-12, 1.1786429263171722e-12, 2.737833229715673e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.5, 24.0, 25.375, 24.4375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",54.5,51.25,27.21,26.7,945.2494,945.8398,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[85, 85, 85, 85]","[False, False]","[0.026237, -0.049852, -0.049852, 0.099804]",,True,online,COM4,2026-05-20T00:04:27.044329,"[2.4637689207291856e-12, 1.3528796793608275e-12, 2.7375210230324283e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.5, 24.0, 25.375, 24.5, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",54.5,51.25,24.87,139.11,1300.291,945.7859,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[90, 90, 90, 90]","[False, False]","[0.099765, -0.088888, -0.049852, -0.106437]",,True,online,COM4,2026-05-20T00:04:28.436887,"[2.527710853831529e-12, 1.2090942271458918e-12, 2.8085676153683656e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.5, 24.0, 25.375, 24.4375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",54.5,51.25,23.52,-98.27,1300.271,945.8111,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[95, 95, 95, 95]","[False, False]","[0.044856, -0.030585, -0.108659, 0.044443]",,True,online,COM4,2026-05-20T00:04:29.714321,"[2.5741725281945073e-12, 1.4135033830739814e-12, 2.860191697993897e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.5, 24.0, 25.375, 24.4375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",54.5,51.25,27.19,26.72,945.2704,945.8069,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[100, 100, 100, 100]","[False, False]","[0.044856, -0.030585, 0.063313, 0.126488]",,True,online,COM4,2026-05-20T00:04:31.006803,"[2.4632211405756533e-12, 1.352578887905819e-12, 2.7369123784173927e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.375, 24.4375, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",54.25,51.25,24.89,139.11,1300.291,945.7869,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[105, 105, 105, 105]","[False, False]","[0.1356, -0.088888, 0.063313, 0.126488]",,True,online,COM4,2026-05-20T00:04:32.454726,"[2.527037776876453e-12, 1.3876212288210376e-12, 2.8078197520849477e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.375, 24.4375, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",54.25,51.25,27.18,26.73,945.2358,945.8226,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[110, 110, 110, 110]","[False, False]","[0.099765, -0.049852, 0.026237, 0.202749]",,True,online,COM4,2026-05-20T00:04:33.740945,"[2.462712299490337e-12, 1.3522994782750874e-12, 2.7363469994337075e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.5, 23.9375, 25.375, 24.4375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",54.25,51.0,24.91,139.11,1300.291,945.8111,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[115, 115, 115, 115]","[False, False]","[0.1356, -0.049852, 0.007459, 0.07246]",,True,online,COM4,2026-05-20T00:04:35.019112,"[2.741415873138811e-12, 1.3873198179491937e-12, 2.8072098540941425e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.5, 23.9375, 25.375, 24.4375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",54.0,51.0,24.91,139.11,1300.291,945.8095,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[125, 125, 125, 125]","[False, False]","[0.188222, -0.069285, 0.026237, -0.106437]",,True,online,COM4,2026-05-20T00:04:37.468944,"[2.7414065980062037e-12, 1.387315124179304e-12, 2.8072003563583526e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.375, 24.4375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",54.0,51.0,27.17,26.75,945.2081,945.8084,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[130, 130, 130, 130]","[False, False]","[0.1356, -0.088888, 0.026237, 0.226965]",,True,online,COM4,2026-05-20T00:04:38.754272,"[2.4619111246928302e-12, 1.3518595453357428e-12, 2.735456805214256e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.375, 24.4375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.25]",54.0,51.0,27.15,26.74,945.2117,945.8116,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[135, 135, 135, 135]","[False, False]","[0.273008, -0.030585, 0.081616, -0.172186]",,True,online,COM4,2026-05-20T00:04:40.028337,"[2.4622582721644506e-12, 1.3520501674172801e-12, 2.735842524627167e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.375, 24.4375, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",53.75,50.75,24.91,139.11,1300.291,945.7693,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[140, 140, 140, 140]","[False, False]","[0.239522, -0.069285, 0.099765, 0.099804]",,True,online,COM4,2026-05-20T00:04:41.510579,"[2.526265557917786e-12, 1.3871971958168024e-12, 2.806961731019762e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.5, 23.9375, 25.3125, 24.4375, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",53.75,50.75,27.16,26.75,945.2377,945.8016,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[145, 145, 145, 145]","[False, False]","[0.256337, -0.011482, 0.117759, 0.015732]",,True,online,COM4,2026-05-20T00:04:42.792194,"[2.6715118498392047e-12, 1.1776936281051654e-12, 2.7356281342353454e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.5, 23.9375, 25.3125, 24.375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",53.75,50.75,27.16,26.75,945.2759,945.8405,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[150, 150, 150, 150]","[False, False]","[0.239522, -0.189466, 0.063313, 0.07246]",,True,online,COM4,2026-05-20T00:04:44.067507,"[2.6717277824343147e-12, 1.3520534906995836e-12, 2.735849249212738e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.3125, 24.4375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",53.5,50.5,27.19,26.75,945.2877,945.8286,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[155, 155, 155, 150]","[False, False]","[0.338316, -0.049852, 0.205467, 0.17794]",,True,online,COM4,2026-05-20T00:04:45.499451,"[2.4623257981963287e-12, 1.1778182237255248e-12, 2.735917553551476e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.375, 24.4375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",53.5,50.5,27.17,26.75,945.2548,945.8435,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[155, 155, 155, 155]","[False, False]","[0.322193, 0.026237, 0.081616, -0.043848]",,True,online,COM4,2026-05-20T00:04:46.793302,"[2.462154402527038e-12, 1.351993131580609e-12, 2.7357271139189314e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.3125, 24.4375, 25.0, 24.0, 23.5, 24.25, 24.0, 24.25, 24.0, 25.5]",53.5,50.5,27.19,26.74,945.2704,945.8549,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[160, 160, 160, 160]","[False, False]","[0.273008, -0.049852, 0.170829, 0.318243]",,True,online,COM4,2026-05-20T00:04:48.091549,"[2.462564106399372e-12, 1.177932215035941e-12, 2.7361823404437463e-13, 9.615773183966864e-14]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.3125, 24.375, 25.0, 24.0, 23.25, 24.0, 23.75, 24.25, 24.0, 25.5]",53.25,50.25,27.18,26.73,945.3292,945.8193,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[165, 165, 165, 165]","[False, False]","[0.338316, -0.030585, 0.081616, -0.241265]",,True,online,COM4,2026-05-20T00:04:49.485583,"[2.463199011256714e-12, 1.3525667364797419e-12, 6.157997528141785e-13, 9.618252348300388e-14]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.3125, 24.4375, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",53.25,50.25,24.9,139.11,1300.268,945.8443,24.8,-273.0,48.9,46.0,"[95.0, 95.0]","[170, 170, 170, 170]","[False, False]","[0.305936, -0.069285, 0.153289, -0.313841]",,True,online,COM4,2026-05-20T00:04:50.754269,"[2.5270053521660006e-12, 1.2087567605445442e-12, 2.8077837246288894e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.3125, 24.375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",53.25,50.25,23.54,139.11,1300.271,945.7982,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[175, 175, 175, 175]","[False, False]","[0.305936, -0.011482, 0.081616, 0.152523]",,True,online,COM4,2026-05-20T00:04:52.036859,"[2.5734082947685397e-12, 1.4130837350040748e-12, 2.8593425497428217e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.3125, 24.375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",53.25,50.0,27.25,26.72,945.2475,945.7853,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[180, 180, 180, 180]","[False, False]","[0.305936, 0.007459, 0.205467, 0.152523]",,True,online,COM4,2026-05-20T00:04:53.494371,"[2.4631017946597003e-12, 1.3525133538928079e-12, 2.736779771844111e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.3125, 24.375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.25]",53.0,50.0,27.25,26.72,945.2285,945.8203,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[185, 185, 185, 185]","[False, False]","[0.256337, -0.049852, 0.222567, 0.126488]",,True,online,COM4,2026-05-20T00:04:54.794290,"[2.4630027762253626e-12, 1.3524589818993264e-12, 2.736669751361514e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.3125, 24.375, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.25]",53.0,49.75,24.89,-12.83,917.6115,945.8019,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[190, 190, 190, 190]","[False, False]","[0.370158, -0.030585, 0.205467, -0.241265]",,True,online,COM4,2026-05-20T00:04:56.062543,"[2.378717354293657e-12, 1.3061770300334793e-12, 2.6430192825485074e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.3125, 24.4375, 25.0, 24.0, 23.25, 24.0, 24.0, 24.25, 24.0, 25.5]",52.75,49.75,24.88,-12.83,917.6942,945.7712,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[195, 195, 195, 195]","[False, False]","[0.416938, 0.099765, 0.188222, 0.099804]",,True,online,COM4,2026-05-20T00:04:57.497168,"[2.3794654711852987e-12, 1.1381831749237228e-12, 5.948663677963247e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.4375, 23.9375, 25.3125, 24.375, 24.75, 24.0, 23.25, 24.0, 24.0, 24.25, 24.0, 25.5]",52.75,49.75,27.26,26.7,945.1869,945.7626,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[200, 200, 200, 200]","[False, False]","[0.222567, -0.169003, 0.205467, 0.250612]",,True,online,COM4,2026-05-20T00:04:58.794276,"[2.4634431221266706e-12, 1.3527007801527085e-12, 6.158607805316677e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.375, 23.9375, 25.3125, 24.375, 24.75, 24.0, 23.5, 24.0, 23.75, 24.25, 24.0, 25.5]",52.75,49.5,-148.01,139.11,1300.268,945.7877,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[205, 205, 205, 205]","[False, False]","[0.338316, -0.049852, 0.256337, 0.152523]",,True,online,COM4,2026-05-20T00:05:00.085281,"[6.33955947831311e-13, 3.7904004354673394e-13, 7.669788404764443e-14, 2.6953958652212193e-14]",,,session_2026-05-19T18-34-05-858Z
"[25.375, 23.9375, 25.3125, 24.375, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.25]",52.5,49.5,27.24,26.69,945.2164,945.8024,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[210, 210, 210, 210]","[False, False]","[0.432276, -0.011482, 0.188222, 0.126488]",,True,online,COM4,2026-05-20T00:05:01.510986,"[2.2628760856072536e-12, 1.3529656957452612e-12, 2.7376950752148244e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.375, 23.9375, 25.3125, 24.375, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.25]",52.5,49.25,27.23,26.7,945.2667,945.7859,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[215, 215, 215, 215]","[False, False]","[0.447486, 0.007459, 0.170829, -0.106437]",,True,online,COM4,2026-05-20T00:05:02.789168,"[2.262815046626126e-12, 1.3529292007519675e-12, 2.737621228432364e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.375, 23.9375, 25.3125, 24.375, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.25]",52.25,49.25,27.21,26.69,945.2322,945.7857,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[220, 220, 220, 220]","[False, False]","[0.370158, -0.030585, 0.170829, 0.250612]",,True,online,COM4,2026-05-20T00:05:04.074490,"[2.2629517375764213e-12, 1.353010927792986e-12, 2.737786601226672e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.375, 23.9375, 25.3125, 24.375, 24.75, 24.0, 23.5, 24.0, 24.0, 0.0, 24.0, 25.5]",52.25,49.0,27.23,26.68,945.2286,945.7852,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[230, 230, 230, 230]","[False, False]","[0.578911, 0.063313, 0.222567, 0.250612]",,True,online,COM4,2026-05-20T00:05:06.516478,"[2.2632364110855837e-12, 1.3531811330882887e-12, 2.738131007740593e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.375, 23.9375, 25.3125, 24.375, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",52.0,49.0,24.85,-12.83,917.6115,945.8033,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[235, 235, 235, 235]","[False, False]","[0.477532, -0.030585, 0.1356, -0.511753]",,True,online,COM4,2026-05-20T00:05:07.805863,"[2.185793812588732e-12, 1.3068784743514556e-12, 2.64443863904875e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.375, 23.9375, 25.3125, 24.375, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.25]",52.0,49.0,27.23,26.68,945.2356,945.8201,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[240, 240, 240, 240]","[False, False]","[0.507092, -0.030585, 0.38588, -0.013691]",,True,online,COM4,2026-05-20T00:05:09.091593,"[2.263269932529052e-12, 1.353201175442076e-12, 2.7381715629841083e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.375, 23.9375, 25.25, 24.375, 24.75, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.25]",51.75,48.75,24.83,-12.83,917.6219,945.7958,-273.0,-273.0,48.9,46.0,"[95.0, 95.0]","[245, 245, 245, 245]","[False, False]","[0.38588, -0.251925, 0.322193, 0.381248]",,True,online,COM4,2026-05-20T00:05:10.524571,"[2.1864302615058143e-12, 1.1387678442968397e-12, 2.6452086339578845e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.375, 23.9375, 25.3125, 24.375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.5]",51.75,48.75,27.24,26.67,945.2319,945.8061,24.7,25.4,48.8,45.9,"[95.0, 95.0]","[250, 250, 250, 250]","[False, False]","[0.492373, -0.011482, 0.401474, 0.494911]",,True,online,COM4,2026-05-20T00:05:11.778493,"[2.2635541772584143e-12, 1.3533711243714362e-12, 2.73851545074742e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
"[25.375, 23.9375, 25.3125, 24.375, 24.75, 24.0, 23.5, 24.0, 23.75, 24.25, 24.0, 25.5]",51.5,48.5,27.22,26.66,945.2183,945.8143,24.7,25.4,48.8,45.9,"[95.0, 95.0]","[255, 255, 255, 255]","[False, False]","[0.46257, -0.273107, 0.305936, 0.609758]",,True,online,COM4,2026-05-20T00:05:13.063694,"[2.263791046584097e-12, 1.3535127477126616e-12, 2.7388020223323665e-13, 9.624979539290038e-14]",,,session_2026-05-19T18-34-05-858Z
"[25.375, 23.9375, 25.3125, 24.375, 25.0, 24.0, 23.5, 24.0, 24.0, 24.25, 24.0, 25.25]",51.5,48.5,27.23,26.65,945.2542,945.8287,24.7,25.4,48.8,45.9,"[95.0, 95.0]","[255, 255, 255, 255]","[False, False]","[0.492373, -0.251925, 0.305936, 0.250612]",,True,online,COM4,2026-05-20T00:05:14.530996,"[2.2642650885582047e-12, 1.3537961757507193e-12, 2.739375532471174e-13, 0.0]",,,session_2026-05-19T18-34-05-858Z
