timestamp,session_id,temp_sensor_1,temp_sensor_2,temp_sensor_3,temp_sensor_4,temp_sensor_5,temp_sensor_6,temp_sensor_7,temp_sensor_8,temp_sensor_9,temp_sensor_10,temp_sensor_11,temp_sensor_12,temp_hotplate1,temp_hotplate2,bmpTemperature_internal,bmpTemperature_external,bmpPressure_internal,bmpPressure_external,dhtTemperature_internal,dhtTemperature_external,dhtHumidity_internal,dhtHumidity_external,target_temp_1,target_temp_2,fan_speed_1,fan_speed_2,fan_speed_3,fan_speed_4,hot_plate_1,hot_plate_2,flow_rate_1,flow_rate_2,flow_rate_3,flow_rate_4,cn2_row1_500,cn2_row1_300,cn2_row2_500,cn2_row2_300,centroid_x,centroid_y,cn2_optical,image_filename
2026-05-22T21:50:38.889924,session_2026-05-22T16-20-34-725Z,23.0625,23.375,23.25,23.4375,23.0,23.125,0.0,23.0,23.0,23.0,23.25,23.5,23.5,23.25,26.98,25.45,947.0581,947.584,0.0,0.0,0.0,0.0,95.0,95.0,255,255,255,255,False,False,0.674724,-0.542081,0.354302,0.546257,1.0915281033690123e-13,5.523782744857736e-14,0.0,0.0,203.31170433275128,224.30321595919753,3.3182958760990336e-10,/home/turbulence-chamber/Documents/turbulence_chamber/camera_images/22_May_2026/21_50/camera_20260522_215038_890.png
2026-05-22T21:50:40.413181,session_2026-05-22T16-20-34-725Z,23.0625,23.4375,23.25,23.5625,23.0,23.125,0.0,23.0,23.0,23.0,23.25,23.5,23.5,23.25,23.44,-23.04,1138.308,947.5267,-273.0,-273.0,0.0,45.2,95.0,95.0,255,255,255,255,False,False,0.592931,-0.273107,0.153289,0.17794,1.6164425688404842e-13,1.5779635001670556e-13,0.0,0.0,202.601583719062,217.40167898407026,,/home/turbulence-chamber/Documents/turbulence_chamber/camera_images/22_May_2026/21_50/camera_20260522_215040_413.png
2026-05-22T21:50:41.461639,session_2026-05-22T16-20-34-725Z,23.0625,23.4375,23.25,23.5625,23.0,23.125,0.0,23.0,23.0,23.0,23.25,23.5,23.5,23.25,23.61,-12.83,917.6942,947.5222,-273.0,-273.0,0.0,45.2,95.0,95.0,255,255,255,255,False,False,0.578911,-0.294469,0.338316,0.044443,1.5127874255741235e-13,1.4767758453552716e-13,0.0,0.0,203.35215466222436,223.0550708965947,,/home/turbulence-chamber/Documents/turbulence_chamber/camera_images/22_May_2026/21_50/camera_20260522_215041_461.png
2026-05-22T21:50:42.508859,session_2026-05-22T16-20-34-725Z,23.125,23.375,23.3125,23.5,23.0,23.125,0.0,23.0,23.0,23.0,23.25,23.25,23.5,23.25,23.61,-12.83,917.6942,947.5641,-273.0,-273.0,0.0,45.2,95.0,95.0,255,255,255,255,False,False,0.432276,-0.011482,0.289542,0.202749,6.723499669218327e-14,5.3163930432789777e-14,0.0,0.0,206.49959302921027,211.0681684158325,,/home/turbulence-chamber/Documents/turbulence_chamber/camera_images/22_May_2026/21_50/camera_20260522_215042_508.png
2026-05-22T21:50:44.893461,session_2026-05-22T16-20-34-725Z,23.0625,23.375,23.25,23.5,23.0,23.125,0.0,23.0,23.0,23.0,23.25,23.5,23.5,23.25,27.0,25.45,947.027,947.5576,-273.0,-273.0,0.0,45.2,95.0,95.0,255,255,255,255,False,False,0.492373,-0.337756,0.338316,0.202749,1.0914564161797306e-13,9.819413271031098e-14,0.0,0.0,210.31711687138602,215.20389614111653,,/home/turbulence-chamber/Documents/turbulence_chamber/camera_images/22_May_2026/21_50/camera_20260522_215044_893.png
2026-05-22T21:50:45.941665,session_2026-05-22T16-20-34-725Z,23.0,23.375,23.25,23.5,23.0,23.125,0.0,23.0,23.0,23.0,23.25,23.5,23.5,23.5,26.99,25.45,947.0133,947.5375,-273.0,-273.0,0.0,45.2,95.0,95.0,255,255,255,255,False,False,0.370158,-0.049852,0.273008,0.339737,1.5716517662628118e-13,9.81912917144626e-14,0.0,0.0,209.3432937231356,207.37734358013748,,/home/turbulence-chamber/Documents/turbulence_chamber/camera_images/22_May_2026/21_50/camera_20260522_215045_941.png
2026-05-22T21:50:46.986531,session_2026-05-22T16-20-34-725Z,23.0,23.4375,23.25,23.5,23.0,23.125,0.0,23.0,23.0,23.0,23.25,23.5,23.5,23.25,23.6,-12.83,917.6115,947.5393,-273.0,-273.0,0.0,45.2,95.0,95.0,255,255,255,255,False,False,0.521689,-0.273107,0.322193,0.296232,2.0589781886938928e-13,9.450935844834057e-14,0.0,0.0,207.9590380618625,222.4809016756959,,/home/turbulence-chamber/Documents/turbulence_chamber/camera_images/22_May_2026/21_50/camera_20260522_215046_986.png
2026-05-22T21:50:48.027309,session_2026-05-22T16-20-34-725Z,23.0625,23.375,23.25,23.5625,23.0,23.125,0.0,23.0,23.0,23.0,23.25,23.25,23.5,23.25,26.99,25.45,947.0635,947.5642,-273.0,-273.0,0.0,45.2,95.0,95.0,255,255,255,255,False,False,0.578911,-0.251925,0.256337,0.099804,1.0915405509021939e-13,1.5344015935539618e-13,0.0,0.0,205.54956690499165,225.66862901967335,,/home/turbulence-chamber/Documents/turbulence_chamber/camera_images/22_May_2026/21_50/camera_20260522_215048_027.png
2026-05-22T21:50:49.072043,session_2026-05-22T16-20-34-725Z,23.0625,23.375,23.25,23.5625,23.0,23.125,0.0,23.0,23.0,23.0,23.0,23.25,23.5,23.25,23.6,-12.83,917.7045,947.5396,-273.0,-273.0,0.0,45.2,95.0,95.0,255,255,255,255,False,False,0.647891,-0.088888,0.338316,0.578678,1.0507120229879874e-13,1.4770080700222517e-13,0.0,0.0,202.33427915538817,218.05004632350983,,/home/turbulence-chamber/Documents/turbulence_chamber/camera_images/22_May_2026/21_50/camera_20260522_215049_072.png
2026-05-22T21:50:50.120049,session_2026-05-22T16-20-34-725Z,23.0625,23.375,23.25,23.5625,23.0,23.125,0.0,23.0,23.0,23.0,23.25,23.5,23.5,23.25,23.6,-12.83,917.6942,947.5531,23.3,-273.0,50.0,45.2,95.0,95.0,255,255,255,255,False,False,0.550532,-0.404107,0.370158,-0.2063,1.050688437458868e-13,1.4769749153461058e-13,0.0,0.0,209.4221927167587,219.64706922951427,,/home/turbulence-chamber/Documents/turbulence_chamber/camera_images/22_May_2026/21_50/camera_20260522_215050_120.png
