timestamp,session_id,temp_sensor_1,temp_sensor_2,temp_sensor_3,temp_sensor_4,temp_sensor_5,temp_sensor_6,temp_sensor_7,temp_sensor_8,temp_sensor_9,temp_sensor_10,temp_sensor_11,temp_sensor_12,temp_hotplate1,temp_hotplate2,bmpTemperature_internal,bmpTemperature_external,bmpPressure_internal,bmpPressure_external,dhtTemperature_internal,dhtTemperature_external,dhtHumidity_internal,dhtHumidity_external,target_temp_1,target_temp_2,fan_speed_1,fan_speed_2,fan_speed_3,fan_speed_4,hot_plate_1,hot_plate_2,flow_rate_1,flow_rate_2,flow_rate_3,flow_rate_4,cn2_row1_500,cn2_row1_300,cn2_row2_500,cn2_row2_300,cn2_optical,image_filename
2026-05-18T23:05:25.241983,session_2026-05-18T17-35-24-660Z,24.625,22.0,24.0625,22.875,23.5,22.375,21.25,22.5,22.0,22.75,22.0,24.5,101.25,89.75,24.99,24.75,944.785,945.3376,-273.0,-273.0,38.6,0.0,100.0,100.0,255,255,255,255,False,True,0.578911,-0.273107,0.239522,0.494911,7.737192960962481e-12,2.2258260227207912e-12,1.4211170744624964e-12,3.9460627549620673e-13,,
2026-05-18T23:05:26.881317,session_2026-05-18T17-35-24-660Z,24.625,22.0,24.0625,22.8125,23.5,22.375,21.25,22.5,22.0,22.75,22.0,24.5,100.75,89.5,25.01,24.75,944.8337,945.343,-273.0,-273.0,38.6,0.0,100.0,100.0,255,255,255,255,False,True,0.492373,-0.1286,0.239522,0.099804,7.73799062605776e-12,2.466543483679459e-12,1.4212635843779558e-12,3.9464695738871337e-13,,
2026-05-18T23:05:28.166095,session_2026-05-18T17-35-24-660Z,24.625,22.0,24.0625,22.8125,23.75,22.375,21.25,22.5,22.0,22.75,22.0,24.5,100.5,89.5,22.89,-12.83,917.6115,945.3133,-273.0,-273.0,38.6,0.0,100.0,100.0,255,255,255,255,False,False,0.46257,-0.230925,0.370158,0.099804,7.483686311173064e-12,2.3854820452437313e-12,1.3745546285828077e-12,3.81677127238997e-13,,
2026-05-18T23:05:29.451988,session_2026-05-18T17-35-24-660Z,24.5625,22.0,24.0625,22.8125,23.5,22.375,21.25,22.5,22.0,22.75,22.0,24.5,100.25,89.25,22.89,-12.83,917.6942,945.315,-273.0,-273.0,38.6,0.0,100.0,100.0,255,255,255,255,False,True,0.492373,0.044856,0.322193,0.458729,7.132848275121494e-12,2.3859120491289734e-12,1.3748024040091398e-12,3.817459278606357e-13,,
2026-05-18T23:05:30.877572,session_2026-05-18T17-35-24-660Z,24.5625,22.0,24.0,22.8125,23.75,22.375,21.25,22.5,22.0,22.75,22.0,24.5,100.0,89.0,22.9,-12.83,917.6942,945.3326,-273.0,-273.0,38.6,0.0,100.0,100.0,255,255,255,255,False,False,0.432276,-0.542081,0.305936,0.015732,7.131884588327723e-12,2.1529947036800886e-12,1.3746166606889841e-12,3.8169435189896303e-13,,
2026-05-18T23:05:32.163187,session_2026-05-18T17-35-24-660Z,24.5625,22.0,24.0,22.8125,23.75,22.375,21.25,22.5,22.0,22.75,22.0,24.5,99.75,89.0,22.9,-12.83,917.6115,945.3259,-273.0,-273.0,38.6,0.0,100.0,100.0,255,255,255,255,False,False,0.578911,-0.049852,0.256337,0.381248,7.130599235800499e-12,2.1526066776051845e-12,1.374368918738466e-12,3.8162556057266425e-13,,
2026-05-18T23:05:33.449354,session_2026-05-18T17-35-24-660Z,24.5625,22.0,24.0,22.8125,23.75,22.375,21.25,22.5,22.0,22.75,22.0,24.5,99.5,89.0,25.11,24.75,944.8596,945.3312,-273.0,-273.0,38.6,0.0,100.0,100.0,255,255,255,255,False,False,0.564779,-0.108659,0.322193,0.318243,7.374305773689981e-12,2.2261775379899707e-12,1.4213415054583901e-12,3.9466859399268176e-13,,
2026-05-18T23:05:34.879148,session_2026-05-18T17-35-24-660Z,24.5,22.0,24.0,22.8125,23.5,22.3125,21.25,22.5,22.0,22.75,22.0,24.5,99.0,88.75,25.1,24.75,944.8597,945.3348,-273.0,-273.0,38.6,0.0,100.0,100.0,255,255,255,255,False,True,0.550532,-0.069285,0.38588,0.318243,7.0189718830425775e-12,2.2261780092086905e-12,1.2678017963745657e-12,3.946686775328426e-13,,
2026-05-18T23:05:36.165576,session_2026-05-18T17-35-24-660Z,24.5,22.0,24.0,22.8125,23.75,22.3125,21.25,22.5,22.0,22.75,22.0,24.5,99.0,88.75,22.9,-12.83,917.6219,945.3191,-273.0,-273.0,38.6,0.0,100.0,100.0,255,255,255,255,False,False,0.477532,-0.294469,0.305936,0.126488,6.78716085177466e-12,2.1526554721905017e-12,1.2259309288517982e-12,3.816342111362662e-13,,
2026-05-18T23:05:37.451802,session_2026-05-18T17-35-24-660Z,24.5,22.0,24.0,22.8125,23.75,22.3125,21.25,22.5,22.0,22.75,22.0,24.5,98.5,88.75,22.91,-12.83,917.6115,945.3195,-273.0,-273.0,38.6,0.0,100.0,100.0,255,255,255,255,True,False,0.606833,-0.148715,0.370158,0.381248,6.7860900753386875e-12,2.1523158584986013e-12,1.2257375198580504e-12,3.815740026147105e-13,,
2026-05-18T23:05:39.892821,session_2026-05-18T17-35-24-660Z,24.5,22.0,24.0,22.8125,23.5,22.3125,21.25,22.5,22.0,22.75,22.0,24.5,98.0,88.5,-146.6,77.49,962.3867,945.3116,-273.0,23.4,38.6,36.7,100.0,100.0,255,255,255,255,False,True,0.536168,-0.251925,0.338316,0.747826,3.660370170569263e-12,1.160944325617172e-12,6.611543620590732e-13,2.0581838459695014e-13,,
2026-05-18T23:05:41.178814,session_2026-05-18T17-35-24-660Z,24.5,22.0,24.0,22.8125,23.75,22.3125,21.25,22.5,22.0,22.75,22.0,24.5,97.75,88.5,-146.62,52.5,1315.147,945.3445,-273.0,23.4,38.6,36.7,100.0,100.0,255,255,255,255,False,False,0.46257,-0.638121,0.305936,0.273693,4.920358391922853e-12,1.5605695295613488e-12,8.887397345410653e-13,2.766660661826214e-13,,
2026-05-18T23:05:42.464886,session_2026-05-18T17-35-24-660Z,24.5,22.0,23.9375,22.8125,23.75,22.3125,21.25,22.5,21.75,22.75,22.0,24.5,97.75,88.5,25.03,24.73,944.8406,945.3099,-273.0,23.4,38.6,36.7,100.0,100.0,255,255,255,255,False,False,0.492373,-0.108659,0.338316,0.152523,7.02057327438152e-12,1.998466029705769e-12,1.268091047685162e-12,8.882071243136752e-13,,
2026-05-18T23:05:43.870037,session_2026-05-18T17-35-24-660Z,24.4375,22.0,23.9375,22.8125,23.5,22.3125,21.25,22.5,21.75,22.75,22.0,24.5,97.25,88.5,24.99,24.72,944.8026,945.3175,-273.0,23.4,38.6,36.7,100.0,100.0,255,255,255,255,False,False,0.564779,-0.088888,0.222567,-0.074759,6.674291843532212e-12,1.9985736421037037e-12,1.268159331216837e-12,8.882549520460905e-13,,
2026-05-18T23:05:45.156204,session_2026-05-18T17-35-24-660Z,24.4375,22.0,23.9375,22.8125,23.75,22.3125,21.25,22.5,21.75,22.75,22.0,24.5,97.0,88.5,24.95,24.73,944.8523,945.3383,-273.0,23.4,38.6,36.7,100.0,100.0,255,255,255,255,False,False,0.521689,-0.069285,0.289542,0.07246,6.67409775714268e-12,1.998515524186252e-12,1.2681224535267813e-12,8.882291218605565e-13,,
2026-05-18T23:05:46.441743,session_2026-05-18T17-35-24-660Z,24.4375,22.0,23.9375,22.75,23.5,22.3125,21.25,22.5,21.75,22.75,22.0,24.5,96.75,88.5,24.94,24.72,944.8301,945.323,-273.0,23.4,38.6,36.7,100.0,100.0,255,255,255,255,False,False,0.701133,-0.273107,0.273008,0.494911,6.674680381194691e-12,2.226935448701894e-12,1.2682331559271963e-12,8.883066609780409e-13,,
2026-05-18T23:05:47.866800,session_2026-05-18T17-35-24-660Z,24.4375,22.0,23.9375,22.75,23.5,22.3125,21.25,22.5,22.0,22.75,22.0,24.25,96.25,88.5,24.96,24.72,944.8006,945.316,-273.0,23.4,38.6,36.7,100.0,100.0,255,255,255,255,False,False,0.477532,-0.251925,0.305936,-0.2063,6.674263586688807e-12,2.226796389689781e-12,1.268153962230812e-12,3.9477830731342377e-13,,
2026-05-18T23:05:49.149662,session_2026-05-18T17-35-24-660Z,24.4375,21.9375,23.9375,22.75,23.5,22.3125,21.25,22.5,21.75,22.75,22.0,24.5,96.0,88.5,24.97,24.71,944.8008,945.3239,-273.0,-273.0,38.6,36.7,100.0,100.0,255,255,255,255,False,False,0.507092,-0.169003,0.38588,0.360733,7.021867459064304e-12,2.227096386966996e-12,1.26832480979349e-12,8.883708579591341e-13,,
