timestamp,session_id,temp_sensor_1,temp_sensor_2,temp_sensor_3,temp_sensor_4,temp_sensor_5,temp_sensor_6,temp_sensor_7,temp_sensor_8,temp_sensor_9,temp_sensor_10,temp_sensor_11,temp_sensor_12,temp_hotplate1,temp_hotplate2,bmpTemperature_internal,bmpTemperature_external,bmpPressure_internal,bmpPressure_external,dhtTemperature_internal,dhtTemperature_external,dhtHumidity_internal,dhtHumidity_external,target_temp_1,target_temp_2,fan_speed_1,fan_speed_2,fan_speed_3,fan_speed_4,hot_plate_1,hot_plate_2,flow_rate_1,flow_rate_2,flow_rate_3,flow_rate_4,cn2_row1_500,cn2_row1_300,cn2_row2_500,cn2_row2_300,cn2_optical,image_filename
2026-05-18T22:14:59.239831,session_2026-05-18T16-44-58-294Z,24.8125,21.8125,23.8125,22.625,23.25,22.6875,21.0,22.25,21.75,22.75,22.0,24.0,122.0,118.0,24.98,24.81,945.2132,945.7065,22.9,-273.0,39.0,0.0,100.0,100.0,255,255,255,255,False,False,0.536168,-0.108659,0.256337,-0.013691,1.0106738973377834e-11,2.2260501433209438e-12,3.19783537829533e-12,3.9464600878820054e-13,,
2026-05-18T22:15:01.815901,session_2026-05-18T16-44-58-294Z,24.875,21.8125,23.875,22.625,23.25,22.6875,21.0,22.5,21.75,22.75,22.0,24.0,122.0,117.75,24.99,24.81,945.1995,945.6833,22.9,-273.0,39.0,0.0,100.0,100.0,255,255,255,255,False,False,0.492373,-0.230925,0.205467,-0.351496,1.0531934394593724e-11,2.466466055036887e-12,3.197742679574687e-12,8.879277798132793e-13,,
2026-05-18T22:15:03.097867,session_2026-05-18T16-44-58-294Z,24.875,21.8125,23.875,22.625,23.25,22.6875,21.0,22.5,21.75,22.75,22.0,24.0,122.0,117.5,24.99,24.8,945.2029,945.6911,22.9,-273.0,39.0,0.0,100.0,100.0,255,255,255,255,False,False,0.447486,-0.1286,0.338316,0.226965,1.0533424165142802e-11,2.46681494331813e-12,3.198195008908414e-12,8.880533795945268e-13,,
2026-05-18T22:15:04.381154,session_2026-05-18T16-44-58-294Z,24.875,21.8125,23.875,22.625,23.25,22.6875,21.0,22.5,21.75,22.75,22.0,24.0,122.0,117.5,22.97,139.11,1300.958,945.7118,23.0,-273.0,39.0,0.0,100.0,100.0,255,255,255,255,False,False,0.354302,-0.011482,0.239522,0.420877,1.0807859594600455e-11,2.5310847769209897e-12,3.2815200518382885e-12,9.111905196915563e-13,,
2026-05-18T22:15:06.813278,session_2026-05-18T16-44-58-294Z,24.875,21.8125,23.9375,22.625,23.25,22.6875,21.0,22.5,21.75,22.75,22.0,24.0,122.0,117.0,22.97,139.11,1300.958,945.6586,23.0,-273.0,39.0,0.0,100.0,100.0,255,255,255,255,False,False,0.647891,-0.337756,0.401474,0.44002,1.0806643659771167e-11,2.7902070198756258e-12,3.281150865461549e-12,9.110880064900003e-13,,
2026-05-18T22:15:08.099365,session_2026-05-18T16-44-58-294Z,24.875,21.8125,23.9375,22.625,23.25,22.6875,21.25,22.5,21.75,22.75,22.0,24.0,122.0,117.0,22.98,139.11,1300.938,945.6805,23.0,-273.0,39.0,0.0,100.0,100.0,255,255,255,255,False,False,0.492373,-0.148715,0.354302,0.07246,1.0805684486259791e-11,2.78995936734363e-12,2.3807609717748557e-12,9.110071403571036e-13,,
2026-05-18T22:15:09.385560,session_2026-05-18T16-44-58-294Z,24.9375,21.8125,23.9375,22.6875,23.25,22.6875,21.0,22.5,21.75,22.75,22.0,24.0,122.0,116.75,25.02,24.84,945.2205,945.7067,23.0,-273.0,39.0,0.0,100.0,100.0,255,255,255,255,False,False,0.578911,-0.251925,0.370158,0.07246,1.096226743985289e-11,2.4655825185455217e-12,3.1965971854611023e-12,8.876097066763878e-13,,
2026-05-18T22:15:11.810321,session_2026-05-18T16-44-58-294Z,24.9375,21.8125,23.9375,22.625,23.25,22.6875,21.0,22.5,21.75,22.75,22.0,24.0,122.0,116.5,22.99,139.11,1300.938,945.7043,23.0,-273.0,39.0,0.0,100.0,100.0,255,255,255,255,False,False,0.507092,-0.542081,0.239522,0.360733,1.1250279936406666e-11,2.789722956093355e-12,3.2805816294561834e-12,9.109299448468098e-13,,
2026-05-18T22:15:13.096566,session_2026-05-18T16-44-58-294Z,24.9375,21.8125,23.9375,22.6875,23.5,22.6875,21.0,22.5,21.75,22.75,22.0,24.0,122.0,116.25,23.0,139.11,1300.958,945.7335,23.0,-273.0,39.0,0.0,100.0,100.0,255,255,255,255,False,False,0.507092,-0.316018,0.305936,-0.013691,1.1249455129812449e-11,2.530175446221373e-12,3.28034111585331e-12,9.108631606396943e-13,,
2026-05-18T22:15:14.382576,session_2026-05-18T16-44-58-294Z,24.9375,21.8125,24.0,22.6875,23.25,22.6875,21.25,22.5,21.75,22.75,22.0,24.0,122.0,116.0,25.04,24.84,945.2512,945.7253,23.0,-273.0,39.0,0.0,100.0,100.0,255,255,255,255,False,False,0.592931,-0.273107,0.273008,0.44002,1.0962979542638864e-11,2.7184813062571563e-12,2.3197664712223836e-12,8.876673653084591e-13,,
2026-05-18T22:15:16.806543,session_2026-05-18T16-44-58-294Z,25.0,21.8125,24.0,22.6875,23.5,22.6875,21.25,22.5,21.75,22.75,22.0,24.0,122.0,115.5,-146.56,-113.74,1268.748,945.6902,-273.0,23.4,39.0,36.6,100.0,100.0,255,255,255,255,False,False,0.521689,-0.088888,0.354302,0.273693,1.1391994211467617e-11,2.7151708304678857e-12,2.3169415370497384e-12,8.865863936221667e-13,,
