timestamp,session_id,temp_sensor_1,temp_sensor_2,temp_sensor_3,temp_sensor_4,temp_sensor_5,temp_sensor_6,temp_sensor_7,temp_sensor_8,temp_sensor_9,temp_sensor_10,temp_sensor_11,temp_sensor_12,temp_hotplate1,temp_hotplate2,bmpTemperature_internal,bmpTemperature_external,bmpPressure_internal,bmpPressure_external,dhtTemperature_internal,dhtTemperature_external,dhtHumidity_internal,dhtHumidity_external,target_temp_1,target_temp_2,fan_speed_1,fan_speed_2,fan_speed_3,fan_speed_4,hot_plate_1,hot_plate_2,flow_rate_1,flow_rate_2,flow_rate_3,flow_rate_4,cn2_row1_500,cn2_row1_300,cn2_row2_500,cn2_row2_300,cn2_optical,image_filename
2026-05-18T22:53:31.025306,session_2026-05-18T17-23-30-418Z,24.6875,21.75,24.0625,22.75,23.5,22.75,0.0,22.75,22.0,23.0,22.0,24.5,100.5,111.0,25.13,24.82,945.1256,945.5635,23.1,23.4,38.7,36.7,100.0,100.0,255,255,255,255,False,False,0.354302,-0.030585,0.305936,0.250612,9.686914948961821e-12,2.71848866593769e-12,5.810219479753941e-10,8.876697684694497e-13,,
2026-05-18T22:53:32.397112,session_2026-05-18T17-23-30-418Z,24.6875,21.75,24.0625,22.75,23.5,22.75,0.0,22.75,22.0,23.25,22.0,24.5,100.25,110.75,-146.47,-116.05,1079.463,945.5916,23.2,23.5,38.7,36.7,100.0,100.0,255,255,255,255,False,False,0.492373,-0.210105,0.416938,0.318243,9.673074961187686e-12,2.7146046791267254e-12,5.801918243809523e-10,8.864015278781143e-13,,
2026-05-18T22:53:33.678483,session_2026-05-18T17-23-30-418Z,24.6875,21.75,24.0625,22.75,23.5,22.75,0.0,22.75,22.0,23.0,22.0,24.25,100.25,110.5,-146.45,139.11,1300.94,945.5581,23.2,23.5,38.7,36.7,100.0,100.0,255,255,255,255,False,False,0.477532,-0.049852,0.239522,0.529511,2.6459902517035404e-12,7.425578264428344e-13,1.587067109052568e-10,2.4246786169561936e-13,,
2026-05-18T22:53:34.964577,session_2026-05-18T17-23-30-418Z,24.6875,21.75,24.0625,22.75,23.5,22.8125,0.0,22.75,22.0,23.0,22.0,24.5,100.0,110.25,-146.44,-116.05,1079.466,945.5781,23.2,23.5,38.7,36.7,100.0,100.0,255,255,255,255,False,False,0.46257,-0.169003,0.354302,0.17794,9.672798762499377e-12,2.714527168071072e-12,5.833674129171477e-10,8.863762181456562e-13,,
2026-05-18T22:53:37.401066,session_2026-05-18T17-23-30-418Z,24.6875,21.75,24.0,22.75,23.5,22.75,0.0,22.75,22.0,23.0,22.0,24.25,100.0,109.75,-146.41,139.11,1300.938,945.5859,23.2,23.5,38.7,36.7,100.0,100.0,255,255,255,255,False,False,0.536168,-0.088888,0.289542,-0.313841,2.6461458415299747e-12,6.735614425528192e-13,1.5871604319572452e-10,2.4248211931901494e-13,,
2026-05-18T22:53:38.682924,session_2026-05-18T17-23-30-418Z,24.6875,21.75,24.0625,22.75,23.5,22.75,0.0,22.75,22.0,23.0,22.0,24.5,99.75,109.5,-146.45,139.11,1300.938,945.5647,23.2,23.5,38.7,36.7,100.0,100.0,255,255,255,255,False,False,0.507092,-0.1286,0.239522,0.044443,2.646027189881341e-12,7.425681925932775e-13,1.5870892646017117e-10,2.424712465610702e-13,,
2026-05-18T22:53:39.966536,session_2026-05-18T17-23-30-418Z,24.6875,21.75,24.0625,22.75,23.5,22.75,0.0,22.75,21.75,23.0,22.0,24.25,99.75,109.25,-146.43,139.11,1300.94,945.5804,23.2,23.5,38.7,36.7,100.0,100.0,255,255,255,255,False,False,0.492373,-0.088888,0.256337,-0.351496,2.6461150590070913e-12,7.42592851757077e-13,1.5871419685749369e-10,4.310743085029744e-13,,
2026-05-18T22:53:41.403170,session_2026-05-18T17-23-30-418Z,24.75,21.75,24.0,22.75,23.5,22.75,0.0,22.75,22.0,23.0,22.0,24.5,99.5,109.0,25.18,24.83,945.1033,945.5644,-273.0,23.5,38.7,36.7,100.0,100.0,255,255,255,255,False,False,0.564779,-0.011482,0.401474,-0.2063,1.0101676391035496e-11,2.465302037762391e-12,5.809165430150343e-10,8.875087335944608e-13,,
2026-05-18T22:53:42.689453,session_2026-05-18T17-23-30-418Z,24.75,21.75,24.0,22.75,23.5,22.75,0.0,22.75,22.0,23.0,22.0,24.25,99.5,108.75,-146.47,-52.62,962.6182,945.579,-273.0,23.5,38.7,36.7,100.0,100.0,255,255,255,255,False,False,0.492373,-0.088888,0.338316,0.709139,1.0088805238856692e-11,2.4621608484719766e-12,5.801763623817519e-10,8.863779054499115e-13,,
2026-05-18T22:53:43.975005,session_2026-05-18T17-23-30-418Z,24.6875,21.75,24.0625,22.6875,23.5,22.75,0.0,22.75,22.0,23.0,22.0,24.5,99.25,108.5,25.14,24.84,945.0911,945.5883,-273.0,23.5,38.7,36.7,100.0,100.0,255,255,255,255,False,False,0.578911,-0.189466,0.188222,0.126488,9.683607607603343e-12,2.982538065128351e-12,5.808235733712144e-10,8.873666970629805e-13,,
