timestamp,session_id,temp_sensor_1,temp_sensor_2,temp_sensor_3,temp_sensor_4,temp_sensor_5,temp_sensor_6,temp_sensor_7,temp_sensor_8,temp_sensor_9,temp_sensor_10,temp_sensor_11,temp_sensor_12,temp_hotplate1,temp_hotplate2,bmpTemperature_internal,bmpTemperature_external,bmpPressure_internal,bmpPressure_external,dhtTemperature_internal,dhtTemperature_external,dhtHumidity_internal,dhtHumidity_external,target_temp_1,target_temp_2,fan_speed_1,fan_speed_2,fan_speed_3,fan_speed_4,hot_plate_1,hot_plate_2,flow_rate_1,flow_rate_2,flow_rate_3,flow_rate_4,cn2_row1_500,cn2_row1_300,cn2_row2_500,cn2_row2_300,cn2_optical,image_filename
2026-05-19T18:21:20.123004,session_2026-05-19T12-51-19-866Z,27.875,25.5,27.1875,26.375,26.5,25.875,24.5,26.0,25.25,26.25,25.5,27.25,110.5,123.25,26.15,-12.83,917.6942,942.9669,-273.0,-273.0,0.0,43.2,85.0,85.0,255,255,255,255,False,False,0.578911,-0.189466,0.222567,0.420877,5.864583588370461e-12,9.648412407586436e-13,1.9656914520576892e-12,8.22113246563578e-13,,
2026-05-19T18:21:21.408347,session_2026-05-19T12-51-19-866Z,27.9375,25.5,27.125,26.3125,26.75,25.875,24.75,26.0,25.25,26.25,25.25,27.25,110.25,123.0,26.14,-12.83,917.6219,942.9651,-273.0,-273.0,0.0,43.2,85.0,85.0,255,255,255,255,False,False,0.477532,-0.049852,0.205467,0.17794,6.1771594219106605e-12,9.64818154669615e-13,1.3158446105845193e-12,8.220935755764767e-13,,
2026-05-19T18:21:22.691888,session_2026-05-19T12-51-19-866Z,27.875,25.5,27.125,26.3125,26.5,25.875,24.5,26.0,25.25,26.25,25.25,27.25,110.25,123.0,28.24,27.96,942.3525,942.9615,-273.0,-273.0,0.0,43.2,85.0,85.0,255,255,255,255,False,False,0.592931,-0.049852,0.354302,-0.241265,6.0366240955222005e-12,9.93145343493268e-13,2.023355998776139e-12,8.462303518522522e-13,,
2026-05-19T18:21:25.119809,session_2026-05-19T12-51-19-866Z,27.875,25.5,27.125,26.3125,26.5,25.875,24.75,25.75,25.25,26.25,25.25,27.25,110.0,122.5,28.24,27.96,942.403,942.9832,-273.0,-273.0,0.0,43.2,85.0,85.0,255,255,255,255,False,False,0.354302,-0.049852,0.239522,0.126488,6.037271109638806e-12,9.932517902500834e-13,1.3546231575643857e-12,3.7614268979884815e-13,,
2026-05-19T18:21:26.406232,session_2026-05-19T12-51-19-866Z,27.875,25.4375,27.125,26.3125,26.5,25.875,24.5,26.0,25.25,26.25,25.5,27.5,109.75,122.25,26.14,-12.83,917.6115,942.9464,26.1,-273.0,45.2,43.2,85.0,85.0,255,255,255,255,False,False,0.401474,-0.088888,0.289542,0.015732,6.177019403251697e-12,9.647962849824443e-13,1.965599862704682e-12,8.2207494105013e-13,,
2026-05-19T18:21:27.691872,session_2026-05-19T12-51-19-866Z,27.875,25.5,27.125,26.3125,26.5,25.875,24.75,25.75,25.25,26.5,25.5,27.25,109.75,122.0,28.28,27.96,942.3695,942.9631,26.1,-273.0,45.2,43.2,85.0,85.0,255,255,255,255,False,False,0.492373,-0.108659,0.338316,0.226965,6.036841898383186e-12,9.93181176418056e-13,1.3545268525458118e-12,3.7611594846600936e-13,,
2026-05-19T18:21:30.116333,session_2026-05-19T12-51-19-866Z,27.875,25.5,27.125,26.3125,26.5,25.875,24.5,25.75,25.25,26.25,25.25,27.25,109.25,121.5,28.28,27.95,942.385,942.973,26.1,-273.0,45.2,43.2,85.0,85.0,255,255,255,255,False,False,0.289542,-0.108659,0.338316,-0.277107,6.03784252479532e-12,9.933457994666444e-13,2.023764391967406e-12,3.7617829092227953e-13,,
2026-05-19T18:21:31.402750,session_2026-05-19T12-51-19-866Z,27.875,25.5,27.125,26.375,26.5,25.875,24.75,26.0,25.25,26.25,25.25,27.25,109.0,121.25,26.13,139.11,1300.961,942.9764,26.1,-273.0,45.2,43.2,85.0,85.0,255,255,255,255,False,False,0.477532,-0.049852,0.305936,0.015732,6.1938251470142775e-12,8.682672219655264e-13,1.3897502407428155e-12,8.682672219655264e-13,,
2026-05-19T18:21:32.689010,session_2026-05-19T12-51-19-866Z,27.875,25.4375,27.125,26.3125,26.5,25.875,24.5,26.0,25.25,26.25,25.25,27.25,109.0,121.25,26.14,-98.27,1300.939,942.9714,26.1,-273.0,45.2,43.2,85.0,85.0,255,255,255,255,False,False,0.370158,-0.088888,0.205467,0.07246,6.523164219336842e-12,1.0188610710585698e-12,2.0757471940559047e-12,8.681419777067104e-13,,
2026-05-19T18:21:35.117082,session_2026-05-19T12-51-19-866Z,27.875,25.5,27.125,26.3125,26.5,25.875,24.75,26.0,25.25,26.25,25.25,27.25,108.5,120.5,28.33,27.96,942.4016,942.9832,26.1,-273.0,45.2,43.2,85.0,85.0,255,255,255,255,False,False,0.578911,-0.189466,0.322193,0.360733,6.037253172146514e-12,9.93248839174008e-13,1.3546191328084974e-12,8.463185375210483e-13,,
