timestamp,fan_speed,sensor_0_avg,sensor_1_avg,sensor_2_avg,sensor_3_avg
2026-05-19T15:15:03.468255,15,0.117759,-0.1286,-0.011482,-0.013691
2026-05-19T15:15:05.126720,20,-0.05001933333333333,-0.14201,-0.16229866666666667,-0.03581433333333334
2026-05-19T15:15:06.347077,25,-0.108659,-0.148715,-0.189466,-0.043848
2026-05-19T15:15:07.566888,30,-0.08888800000000001,-0.108659,-0.1286,-0.043848
2026-05-19T15:15:09.152624,35,-0.11536266666666666,-0.1286,-0.189466,-0.074759
2026-05-19T15:15:10.369626,40,-0.108659,-0.1286,-0.189466,-0.043848
2026-05-19T15:15:11.588987,45,-0.069285,-0.069285,-0.148715,-0.043848
2026-05-19T15:15:13.452653,50,-0.10206866666666665,-0.10882833333333332,-0.16253033333333333,-0.054151666666666674
2026-05-19T15:15:15.165092,55,-0.037284,-0.12195299999999999,-0.16229866666666667,-0.05440300000000001
2026-05-19T15:15:16.385413,60,-0.069285,-0.1286,-0.169003,-0.138907
2026-05-19T15:15:17.606574,65,-0.011482,-0.069285,-0.169003,-0.043848
2026-05-19T15:15:19.190825,70,0.0008739999999999998,-0.049852,-0.08240966666666666,0.005924333333333333
2026-05-19T15:15:20.411346,75,0.081616,-0.108659,-0.108659,-0.074759
2026-05-19T15:15:21.632234,80,0.026237,-0.1286,-0.08888800000000001,0.015732
2026-05-19T15:15:23.475754,85,0.081616,-0.049852,-0.069285,0.126488
2026-05-19T15:15:25.187807,90,0.03244333333333333,-0.17582399999999998,-0.10235066666666666,0.012827666666666663
2026-05-19T15:15:26.407899,95,0.081616,-0.108659,-0.049852,-0.138907
2026-05-19T15:15:27.636163,100,0.081616,-0.1286,-0.030585,-0.043848
2026-05-19T15:15:29.218287,105,-0.011482,-0.1286,-0.011482,-0.138907
2026-05-19T15:15:30.441896,110,0.117759,-0.08888800000000001,0.026237,0.044443
2026-05-19T15:15:31.659892,115,0.1356,-0.251925,0.063313,-0.138907
2026-05-19T15:15:33.521946,120,0.063313,-0.251925,-0.011482,0.044443
2026-05-19T15:15:35.202962,125,0.14144566666666666,-0.09042499999999999,0.025591333333333327,0.03464133333333333
2026-05-19T15:15:36.422495,130,0.081616,-0.189466,0.007459,-0.138907
2026-05-19T15:15:37.650345,135,0.273008,-0.049852,0.007459,0.044443
2026-05-19T15:15:39.236732,140,0.2393803333333333,-0.08905666666666666,0.08740866666666668,-0.005078666666666666
2026-05-19T15:15:40.456706,145,0.153289,-0.1286,0.063313,-0.043848
2026-05-19T15:15:41.677289,150,0.256337,-0.011482,0.081616,0.044443
2026-05-19T15:15:43.262880,155,0.099765,-0.189466,0.063313,0.273693
2026-05-19T15:15:44.482834,160,0.305936,-0.030585,0.063313,-0.17218600000000003
2026-05-19T15:15:45.715180,165,0.239522,0.026237,0.099765,0.07246
2026-05-19T15:15:47.300439,170,0.35430199999999995,-0.108659,0.222567,0.099804
2026-05-19T15:15:48.525206,175,0.289542,0.007459,0.239522,-0.17218600000000003
2026-05-19T15:15:49.754942,180,0.322193,0.044856,0.117759,0.273693
2026-05-19T15:15:51.343690,185,0.477532,-0.011482,0.273008,-0.043848
2026-05-19T15:15:52.560743,190,0.239522,-0.08888800000000001,0.20546699999999998,-0.013691
2026-05-19T15:15:53.786228,195,0.188222,-0.23092499999999996,0.305936,0.152523
2026-05-19T15:15:56.217919,200,0.408822,-0.18293500000000001,0.188148,0.1903445
2026-05-19T15:15:57.442566,205,0.40147400000000005,0.026237,0.273008,0.044443
2026-05-19T15:15:58.662684,210,0.370158,-0.210105,0.20546699999999998,-0.2063
2026-05-19T15:16:00.247621,215,0.364828,-0.16917833333333335,0.239522,-0.22223299999999999
2026-05-19T15:16:01.469758,220,0.40147400000000005,-0.049852,0.170829,-0.17218600000000003
2026-05-19T15:16:02.688808,225,0.370158,-0.069285,0.273008,0.015732
2026-05-19T15:16:04.249622,230,0.401474,-0.294469,0.205467,0.420877
2026-05-19T15:16:05.469978,235,0.40147400000000005,-0.049852,0.239522,0.044443
2026-05-19T15:16:06.691125,240,0.536168,-0.169003,0.222567,0.099804
2026-05-19T15:16:08.563245,245,0.492373,-0.108659,0.239522,0.339737
2026-05-19T15:16:10.249347,250,0.5212113333333334,-0.30171433333333336,0.34897333333333336,0.05474433333333334
2026-05-19T15:16:11.470451,255,0.492373,-0.030585,0.40147400000000005,0.458729
